,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,Regiao,class_int1,IPC1,IPC2,Area
1049,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,A61B 6/14,A61B,6/14,Tecnologia médica
1050,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,B01L 3/14,B01L,3/14,Engenharia química
1051,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,G01W 1/14,G01W,1/14,Medição
1052,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,H02J 3/01,H02J,3/01,"Máquinas elétricas, aparelhos, energia"
1053,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",JURGEN SAND 00383992966,,IFSC,SC,Sul,D01F 6/30,D01F,6/30,Máquinas têxteis e de papel
1054,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,B64G 1/24,B64G,1/24,Transporte
1055,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE ALAGOAS,,UFPE,PE,Nordeste,A23J 1/04,A23J,1/04,Química Alimentar
1056,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",,,IFG,GO,Centro-Oeste,A23G 1/48,A23G,1/48,Química Alimentar
1057,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A01G 31/00,A01G,31/00,Outras máquinas especiais
1058,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C12N 11/10,C12N,11/10,Biotecnologia
1059,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,B27N 3/04,B27N,3/04,Máquina operatriz
1060,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C22C 1/02,C22C,1/02,"Materiais, metalurgia"
1061,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A01N 43/38,A01N,43/38,Química de materiais básicos
1062,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,UNIVERSIDADE FEDEERAL DE SANTA MARIA - UFSM,UFCSPA,RS,Sul,C07D 487/04,C07D,487/04,Química fina orgânica
1063,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 36/889,A61K,36/889,Produtos farmacêuticos
1064,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 36/889,A61K,36/889,Produtos farmacêuticos
1065,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,A01G 27/02,A01G,27/02,Outras máquinas especiais
1066,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,A01K 5/00,A01K,5/00,Outras máquinas especiais
1067,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UFMG,MG,Sudeste,C12N 15/30,C12N,15/30,Biotecnologia
1068,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",UNIVERSIDADE ESTADUAL DE CAMPINAS,,IFMT,MT,Centro-Oeste,F16K 27/04,F16K,27/04,Elementos mecânicos
1069,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",UNIVERSIDADE FEDERAL DA PARAÍBA - UFPB,FACULDADE UNINASSAU,IFPB,PB,Nordeste,A47J 43/28,A47J,43/28,"Móveis, jogos"
1070,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",,,IFBA,BA,Nordeste,A61G 5/14,A61G,5/14,Tecnologia médica
1071,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFLA,MG,Sudeste,G01N 1/10,G01N,1/10,Medição
1072,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,,,IFMA,MA,Nordeste,A61L 26/00,A61L,26/00,Tecnologia médica
1073,Universidade Federal de Santa Catarina,"CERRADINHO AÇÚCAR, ETANOL E ENERGIA S.A.",,UFSC,SC,Sul,C12N 1/19,C12N,1/19,Biotecnologia
1074,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,F01D 11/00,F01D,11/00,"Motores, bombas, turbinas"
1075,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,Centro-Oeste,G01R 22/06,G01R,22/06,Medição
1076,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,A61K 35/407,A61K,35/407,Produtos farmacêuticos
1077,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",UNIVERSIDADE FEDERAL DO CEARÁ,,IFCE,CE,Nordeste,A61K 8/37,A61K/8,8/37,Química fina orgânica
1078,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,B65D 65/46,B65D,65/46,Manuseio
1079,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CEFET-MG,MG,Sudeste,B01D 15/00,B01D,15/00,Engenharia química
1080,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A61K 8/92,A61K/8,8/92,Química fina orgânica
1081,INSTITUTO NACIONAL DE TECNOLOGIA,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC-RIO,,RJ,Sudeste,C08F 290/00,C08F,290/00,"Química macromolecular, polímeros"
1082,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A61K 36/889,A61K,36/889,Produtos farmacêuticos
1083,UNIVERSIDADE FEDERAL DO PARANA,UNIVERSIDAD DE GUADALAJARA,,UFPR,PR,Sul,B32B 23/02,B32B,23/02,"Tecnologia de superfície, revestimento"
1084,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,IFRJ,RJ,Sudeste,C08L 67/04,C08L,67/04,"Química macromolecular, polímeros"
1085,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,IFRJ,RJ,Sudeste,C08J 3/20,C08J,3/20,Outras máquinas especiais
1086,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,C08L 75/04,C08L,75/04,"Química macromolecular, polímeros"
1087,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,C05G 3/00,C05G,3/00,Química de materiais básicos
1088,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,B62K 3/00,B62K,3/00,Transporte
1089,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,G01B 5/00,G01B,5/00,Medição
1090,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,A01K 15/02,A01K,15/02,Outras máquinas especiais
1091,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA","ALGETEC TECNOLOGIA, INDUSTRIA E COMERCIO LTDA",,IFBA,BA,Nordeste,A61B 5/0245,A61B,5/0245,Tecnologia médica
1092,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C12M 1/34,C12M,1/34,Biotecnologia
1093,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,A61G 5/00,A61G,5/00,Tecnologia médica
1094,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,A61K 36/53,A61K,36/53,Produtos farmacêuticos
1095,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C07D 419/04,C07D,419/04,Química fina orgânica
1096,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 19/10,A23L,19/10,Química Alimentar
1097,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A21D 6/00,A21D,6/00,Química Alimentar
1098,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO"" - UNESP",,UFU,MG,Sudeste,G01L 1/00,G01L,1/00,Medição
1099,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,UNIVERSIDADE FEDERAL DE VIÇOSA,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,IFES,ES,Sudeste,A23L 19/00,A23L,19/00,Química Alimentar
1100,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,H01Q 15/00,H01Q,15/00,Telecomunicações
1101,UNIVERSIDADE FEDERAL DE PERNAMBUCO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,,UFPE,PE,Nordeste,A01N 65/42,A01N,65/42,Química de materiais básicos
1102,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,UFRPE,PE,Nordeste,C12P 1/02,C12P,1/02,Biotecnologia
1103,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,,,UFOP,MG,Sudeste,E04B 1/18,E04B,1/18,Engenharia Civil
1104,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,,,UFGD,MS,Centro-Oeste,A23B 5/06,A23B,5/06,Química Alimentar
1105,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE","INSTITUTO FEDERAL DE EDUCAÇÃO,CIÊNCIA E TECNOLOGIA DA PARAÍBA",,IFRN,RN,Nordeste,C04B 18/04,C04B,18/04,"Materiais, metalurgia"
1106,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,,,UFGD,MS,Centro-Oeste,A01N 65/08,A01N,65/08,Química de materiais básicos
1107,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,CONSEJO SUPERIOR DE INVESTIGACIONES CIENIFICAS (CSIC),,FURG,RS,Sul,A23J 3/34,A23J,3/34,Química Alimentar
1108,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C08J 3/00,C08J,3/00,Outras máquinas especiais
1109,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,Sudeste,C05F 11/02,C05F,11/02,Química de materiais básicos
1110,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO; INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA; UNIVERSIDADE FEDERAL DE GOIÁS",UNB,DF,Centro-Oeste,G01K 11/32,G01K,11/32,Medição
1111,UNIVERSIDADE FEDERAL DE MINAS GERAIS,PETRÓLEO BRASILEIRO S.A. - PETROBRÁS,INTERCEMENT BRASIL S.A.,UFMG,MG,Sudeste,B01J 37/08,B01J,37/08,Engenharia química
1112,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,C25D 3/56,C25D,3/56,"Tecnologia de superfície, revestimento"
1113,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,IFGOIANO,GO,Centro-Oeste,C04B 18/16,C04B,18/16,"Materiais, metalurgia"
1114,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,A01N 43/90,A01N,43/90,Química de materiais básicos
1115,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,,UFMG,MG,Sudeste,A61K 33/26,A61K,33/26,Produtos farmacêuticos
1116,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,B32B 5/26,B32B,5/26,"Tecnologia de superfície, revestimento"
1117,Universidade Federal de Santa Catarina,,,UFSC,SC,Sul,G09B 1/32,G09B,1/32,Controle
1118,Universidade Federal de Santa Catarina,,,UFSC,SC,Sul,F24F 11/00,F24F,11/00,Processos e aparelhos térmicos
1119,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C07D 417/02,C07D,417/02,Química fina orgânica
1120,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C07D 209/14,C07D,209/14,Química fina orgânica
1121,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,Sudeste,A61L 15/34,A61L,15/34,Tecnologia médica
1122,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A01N 59/16,A01N,59/16,Química de materiais básicos
1123,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,A47J 37/04,A47J,37/04,"Móveis, jogos"
1124,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,F03B 3/06,F03B,3/06,"Motores, bombas, turbinas"
1125,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,B32B 23/04,B32B,23/04,"Tecnologia de superfície, revestimento"
1126,ALAMANTEC PESQUISA E DESENVOLVIMENTO LTDA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,LACCOS INDÚSTRIA DE COSMÉTICOS-LTDA,,MG,Sudeste,A61K 8/64,A61K/8,8/64,Química fina orgânica
1127,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFSB,UFMG,MG,Sudeste,A61K 31/45,A61K,31/45,Produtos farmacêuticos
1128,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,UFSM,RS,Sul,G01J 1/42,G01J,1/42,Medição
1129,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,A63B 69/12,A63B,69/12,"Móveis, jogos"
1130,GILSON SILVA FILHO,OTONIEL DE AQUINO AZEVEDO,LARA ALTOÉ DARÓS; FUNDAÇÃO DE AMPARO À PESQUISA E INOVAÇÃO DO ESPÍRITO SANTO-FAPES; UNIÃO SOCIAL CAMILIANA; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; ISADORA ANDRADE BASTOS,,ES,Sudeste,C03C 1/00,C03C,1/00,"Materiais, metalurgia"
1131,INSTITUTO FEDERAL DE EDUCAÇÃO CIENCIA E TECNOLOGIA DE MINAS GERAIS,ANTONIO CRISPIM NETO,,IFMG,MG,Sudeste,E04F 21/18,E04F,21/18,Engenharia Civil
1132,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,G01N 31/22,G01N,31/22,Medição
1133,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07C 49/796,C07C,49/796,Química fina orgânica
1134,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,C05F 3/00,C05F,3/00,Química de materiais básicos
1135,GILSON SILVA FILHO,OTONIEL DE AQUINO AZEVEDO,ISADORA ANDRADE BASTOS; UNIÃO SOCIAL CAMILIANA; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; FUNDAÇÃO DE AMPARO À PESQUISA E INOVAÇÃO DO ESPÍRITO SANTO,,ES,Sudeste,C03C 6/10,C03C,6/10,"Materiais, metalurgia"
1136,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,F23R 3/42,F23R,3/42,"Motores, bombas, turbinas"
1137,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,A01M 1/04,A01M,1/04,Outras máquinas especiais
1138,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A61K 8/97,A61K/8,8/97,Química fina orgânica
1139,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,A01K 5/00,A01K,5/00,Outras máquinas especiais
1140,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,INSTITUTO AGRONÔMICO DE PERNAMBUCO,,UFRPE,PE,Nordeste,A01P 7/04,A01P,7/04,Química de materiais básicos
1141,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,,,UFOPA,PA,Norte,G01N 27/414,G01N,27/414,Medição
1142,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,D06F 29/02,D06F,29/02,Outros bens de consumo
1143,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 21/12,A23L,21/12,Química Alimentar
1144,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,G01N 21/78,G01N,21/78,Medição
1145,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,,,UFGD,MS,Centro-Oeste,A61K 36/185,A61K,36/185,Produtos farmacêuticos
1146,UNIVERSIDADE FEDERAL DO PARANA,UNIVERSIDAD DE GUADALAJARA,,UFPR,PR,Sul,D21C 9/00,D21C,9/00,Máquinas têxteis e de papel
1147,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,G01J 1/04,G01J,1/04,Medição
1148,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,B62D 7/22,B62D,7/22,Transporte
1149,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,IFCE,CE,Nordeste,A23L 29/25,A23L,29/25,Química Alimentar
1150,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,UFSM,RS,Sul,G08B 13/189,G08B,13/189,Controle
1151,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,C22F 1/00,C22F,1/00,"Materiais, metalurgia"
1152,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,H02J 3/01,H02J,3/01,"Máquinas elétricas, aparelhos, energia"
1153,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,C07D 405/14,C07D,405/14,Química fina orgânica
1154,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,,UFPE,PE,Nordeste,A61K 9/20,A61K,9/20,Produtos farmacêuticos
1155,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,G06K 17/00,G06K,17/00,Tecnologia computacional
1156,UNIVERSIDADE ESTADUAL DE LONDRINA,UNIVERSIDADE FEDERAL DO CEARA,,,PR,Sul,A61K 31/7048,A61K,31/7048,Produtos farmacêuticos
1157,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A23L 2/38,A23L,2/38,Química Alimentar
1158,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,C07D 213/86,C07D,213/86,Química fina orgânica
1159,UNIVERSIDADE FEDERAL DE MINAS GERAIS,INTERCEMENT BRASIL S.A,,UFMG,MG,Sudeste,B01J 19/28,B01J,19/28,Engenharia química
1160,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C12Q 1/6876,C12Q,1/6876,Biotecnologia
1161,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITAT JAUME I,UNIVERSIDADE ESTADUAL DE CAMPINAS,UFSCAR,SP,Sudeste,A01N 59/16,A01N,59/16,Química de materiais básicos
1162,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C12P 21/06,C12P,21/06,Biotecnologia
1163,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 36/54,A61K,36/54,Produtos farmacêuticos
1164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",,,IFPE,PE,Nordeste,G09B 23/06,G09B,23/06,Controle
1165,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDADE FEDERAL DA BAHIA - UFBA,,UFRGS,RS,Sul,C23F 11/12,C23F,11/12,"Tecnologia de superfície, revestimento"
1166,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,A61K 9/14,A61K,9/14,Produtos farmacêuticos
1167,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G01N 21/75,G01N,21/75,Medição
1168,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G01J 3/443,G01J,3/443,Medição
1169,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,,,UFABC,SP,Sudeste,B82B 1/00,B82B,1/00,Microestrutural e nanotecnologia
1170,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,G01N 17/02,G01N,17/02,Medição
1171,HOSPITAL DE CLÍNICAS DE PORTO ALEGRE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,UFRGS,RS,Sul,C12M 1/34,C12M,1/34,Biotecnologia
1172,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,B65D 1/22,B65D,1/22,Manuseio
1173,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,,UFPE,PE,Nordeste,A61K 47/24,A61K,47/24,Produtos farmacêuticos
1174,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,UFRN,RN,Nordeste,A61C 3/00,A61C,3/00,Tecnologia médica
1175,UNIVERSIDADE FEDERAL DO PIAUÍ,,,UFPI,PI,Nordeste,B22F 1/00,B22F,1/00,"Materiais, metalurgia"
1176,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A61K 36/54,A61K,36/54,Produtos farmacêuticos
1177,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,C08L 5/06,C08L,5/06,"Química macromolecular, polímeros"
1178,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 36/185,A61K,36/185,Produtos farmacêuticos
1179,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A61K 8/98,A61K/8,8/98,Química fina orgânica
1180,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A23C 9/127,A23C,9/127,Química Alimentar
1181,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 27/60,A23L,27/60,Química Alimentar
1182,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A23L 29/238,A23L,29/238,Química Alimentar
1183,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,Nordeste,C01G 53/00,C01G,53/00,"Materiais, metalurgia"
1184,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,UTFPR,PR,Sul,G06M 11/00,G06M,11/00,Tecnologia computacional
1185,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI - UFVJM,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,UFVJM,MG,Sudeste,C25B 1/13,C25B,1/13,"Tecnologia de superfície, revestimento"
1186,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,F25B 27/00,F25B,27/00,Processos e aparelhos térmicos
1187,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,C12Q 1/6825,C12Q,1/6825,Biotecnologia
1188,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,,,IFES,ES,Sudeste,G02B 6/42,G02B,6/42,Óptica
1189,UNIVERSIDADE FEDERAL DO PIAUÍ,,,UFPI,PI,Nordeste,A61K 36/48,A61K,36/48,Produtos farmacêuticos
1190,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,UFSJ,MG,Sudeste,G01N 27/414,G01N,27/414,Medição
1191,UNIVERSIDADE FEDERAL DA PARAIBA,UNIVERSIDADE FEDERAL DE PELOTAS,,UFPB,PB,Nordeste,A23C 21/00,A23C,21/00,Química Alimentar
1192,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,UNIVERSIDADE ESTADUAL DE LONDRINA,SOCIEDADE EDUCACIONAL DO ESPÍRITO SANTO - UNIVERSIDADE VILA VELHA,UTFPR,PR,Sul,A61L 15/26,A61L,15/26,Tecnologia médica
1193,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A21D 13/04,A21D,13/04,Química Alimentar
1194,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,B25J 17/00,B25J,17/00,Manuseio
1195,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A61K 31/4245,A61K,31/4245,Produtos farmacêuticos
1196,VALE S.A.,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,,,RJ,Sudeste,G01N 27/22,G01N,27/22,Medição
1197,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A23B 7/16,A23B,7/16,Química Alimentar
1198,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C04B 14/02,C04B,14/02,"Materiais, metalurgia"
1199,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,B01J 20/04,B01J,20/04,Engenharia química
1200,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,Centro-Oeste,C10B 53/00,C10B,53/00,Química de materiais básicos
1201,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,IFGOIANO,GO,Centro-Oeste,A23L 21/10,A23L,21/10,Química Alimentar
1202,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C01B 32/30,C01B,32/30,"Materiais, metalurgia"
1203,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",,,IFFLUMINENSE,RJ,Sudeste,A01K 5/02,A01K,5/02,Outras máquinas especiais
