,Ano,UF,municipio,pib_pc,Ranking,QuintilRank,ipib_pc,classes,ibge_6
56826,2020,RN,Jucurutu,18522.99,2983.0,quinto décimo ,18522.99,10k-20k,240610
58441,2020,MG,Natalândia,18521.82,2984.0,quinto décimo ,18521.82,10k-20k,314437
57267,2020,PE,Paranatama,18513.57,2985.0,quinto décimo ,18513.57,10k-20k,261030
59956,2020,PR,Sarandi,18509.59,2986.0,quinto décimo ,18509.59,10k-20k,412625
58369,2020,MG,Liberdade,18494.5,2987.0,quinto décimo ,18494.5,10k-20k,313850
61090,2020,GO,Estrela do Norte,18490.8,2988.0,quinto décimo ,18490.8,10k-20k,520750
57354,2020,AL,Chã Preta,18480.68,2989.0,quinto décimo ,18480.68,10k-20k,270190
57603,2020,BA,Catolândia,18469.48,2990.0,quinto décimo ,18469.48,10k-20k,290740
58350,2020,MG,Juruaia,18449.39,2991.0,quinto décimo ,18449.39,10k-20k,313690
58209,2020,MG,Fama,18445.94,2992.0,quinto décimo ,18445.94,10k-20k,312520
58040,2020,MG,Caldas,18427.97,2993.0,quinto décimo ,18427.97,10k-20k,311030
57585,2020,BA,Campo Formoso,18422.89,2994.0,quinto décimo ,18422.89,10k-20k,290600
61111,2020,GO,Heitoraí,18420.85,2995.0,quinto décimo ,18420.85,10k-20k,520960
55826,2020,RR,Caracaraí,18420.7,2996.0,quinto décimo ,18420.7,10k-20k,140020
60518,2020,RS,Lagoa Bonita do Sul,18419.9,2997.0,quinto décimo ,18419.9,10k-20k,431123
58637,2020,MG,São Brás do Suaçuí,18417.32,2998.0,quinto décimo ,18417.32,10k-20k,316090
55842,2020,PA,Almeirim,18417.18,2999.0,quinto décimo ,18417.18,10k-20k,150050
59381,2020,SP,Pinhalzinho,18411.42,3000.0,quinto décimo ,18411.42,10k-20k,353820
58737,2020,MG,Tocantins,18391.83,3001.0,quinto décimo ,18391.83,10k-20k,316900
60620,2020,RS,Porto Xavier,18388.2,3002.0,quinto décimo ,18388.2,10k-20k,431510
61107,2020,GO,Guapó,18367.17,3003.0,quinto décimo ,18367.17,10k-20k,520920
56085,2020,TO,Palmeirópolis,18358.73,3004.0,quinto décimo ,18358.73,10k-20k,171575
59117,2020,SP,Elisiário,18357.79,3005.0,quinto décimo ,18357.79,10k-20k,351492
58906,2020,RJ,Nilópolis,18346.58,3006.0,quinto décimo ,18346.58,10k-20k,330320
58807,2020,ES,Fundão,18345.92,3007.0,quinto décimo ,18345.92,10k-20k,320220
59401,2020,SP,Pontalinda,18316.11,3008.0,quinto décimo ,18316.11,10k-20k,354025
58508,2020,MG,Perdigão,18298.82,3009.0,quinto décimo ,18298.82,10k-20k,314970
61156,2020,GO,Montividiu do Norte,18293.46,3010.0,quinto décimo ,18293.46,10k-20k,521377
58655,2020,MG,São João da Mata,18282.42,3011.0,quinto décimo ,18282.42,10k-20k,316230
58018,2020,MG,Botelhos,18275.11,3012.0,quinto décimo ,18275.11,10k-20k,310840
58810,2020,ES,Guarapari,18272.89,3013.0,quinto décimo ,18272.89,10k-20k,320240
60304,2020,RS,Ametista do Sul,18256.44,3014.0,quinto décimo ,18256.44,10k-20k,430064
58972,2020,SP,Américo de Campos,18248.55,3015.0,quinto décimo ,18248.55,10k-20k,350180
58032,2020,MG,Cabo Verde,18243.59,3016.0,quinto décimo ,18243.59,10k-20k,310950
55846,2020,PA,Anapu,18232.72,3017.0,quinto décimo ,18232.72,10k-20k,150085
56207,2020,MA,Fortaleza dos Nogueiras,18227.18,3018.0,quinto décimo ,18227.18,10k-20k,210410
60227,2020,SC,Santa Rosa do Sul,18227.11,3019.0,quinto décimo ,18227.11,10k-20k,421565
56253,2020,MA,Miranda do Norte,18216.89,3020.0,quinto décimo ,18216.89,10k-20k,210675
57307,2020,PE,Serra Talhada,18214.14,3021.0,quinto décimo ,18214.14,10k-20k,261390
56974,2020,PB,Cajazeiras,18213.02,3022.0,quinto décimo ,18213.02,10k-20k,250370
56155,2020,MA,Bacabeira,18212.68,3023.0,quinto décimo ,18212.68,10k-20k,210125
55792,2020,AM,Jutaí,18207.98,3024.0,quinto décimo ,18207.98,10k-20k,130230
56918,2020,RN,Touros,18206.68,3025.0,quinto décimo ,18206.68,10k-20k,241440
60001,2020,SC,Águas de Chapecó,18199.7,3026.0,quinto décimo ,18199.7,10k-20k,420050
57150,2020,PE,Abreu e Lima,18189.98,3027.0,quinto décimo ,18189.98,10k-20k,260005
56054,2020,TO,Ipueiras,18179.46,3028.0,quinto décimo ,18179.46,10k-20k,170980
58795,2020,ES,Bom Jesus do Norte,18178.47,3029.0,quinto décimo ,18178.47,10k-20k,320110
60475,2020,RS,Gramado Xavier,18159.45,3030.0,quinto décimo ,18159.45,10k-20k,430915
58819,2020,ES,Iúna,18145.39,3031.0,quinto décimo ,18145.39,10k-20k,320300
55711,2020,RO,Alto Paraíso,18143.32,3032.0,quinto décimo ,18143.32,10k-20k,110040
57259,2020,PE,Nazaré da Mata,18138.3,3033.0,quinto décimo ,18138.3,10k-20k,260950
56807,2020,RN,Governador Dix-Sept Rosado,18135.41,3034.0,quinto décimo ,18135.41,10k-20k,240430
60953,2020,MT,Novo Santo Antônio,18123.74,3035.0,quinto décimo ,18123.74,10k-20k,510631
56062,2020,TO,Lagoa do Tocantins,18117.99,3036.0,quinto décimo ,18117.99,10k-20k,171195
55721,2020,RO,Itapuã do Oeste,18116.96,3037.0,quinto décimo ,18116.96,10k-20k,110110
61073,2020,GO,Cocalzinho de Goiás,18093.58,3038.0,quinto décimo ,18093.58,10k-20k,520551
58221,2020,MG,Fortaleza de Minas,18073.77,3039.0,quinto décimo ,18073.77,10k-20k,312630
